"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Comparison"
"GO:0046545","development of primary female sexual characteristics","8/370","110/18805",0.0727272727272727,3.6963144963145,4.01798736556818,0.00149318695198494,0.166367670140628,0.156186535919542,"UMODL1/CEBPB/DMC1/INHBA/GNRH1/RETN/LSM14B/BCL2",8,"DX_vs_REM"
"GO:0044409","symbiont entry into host","9/370","136/18805",0.0661764705882353,3.36337440381558,3.91873473388645,0.00149920508475519,0.166367670140628,0.156186535919542,"LDLR/GRK2/MYH10/TNFRSF4/P4HB/IDE/CLEC4G/DYNLT1/BSG",9,"DX_vs_REM"
"GO:0019755","one-carbon compound transport","4/370","26/18805",0.153846153846154,7.81912681912682,4.92928152547335,0.00156480740187328,0.167468548988875,0.157220044735465,"HBB/HBD/HBG1/RHAG",4,"DX_vs_REM"
"GO:0045620","negative regulation of lymphocyte differentiation","6/370","64/18805",0.09375,4.7647804054054,4.27403100606946,0.00159789763148675,0.167468548988875,0.157220044735465,"HMGB3/STAT5A/PRDX2/INHBA/IL4R/CLEC4G",6,"DX_vs_REM"
"GO:0098586","cellular response to virus","7/370","89/18805",0.0786516853932584,3.99741876708169,4.01550637305738,0.00186534332600309,0.182226234233462,0.171074609955947,"IFNAR2/IL10RB/IFNAR1/IFNGR2/IRF3/POU2F2/IFI6",7,"DX_vs_REM"
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","6/370","66/18805",0.0909090909090909,4.62039312039312,4.17406209439915,0.00187395381922141,0.182226234233462,0.171074609955947,"BCL2L10/PPP1CA/PRDX2/INHBA/BCL2/IFI6",6,"DX_vs_REM"
"GO:1903900","regulation of viral life cycle","8/370","115/18805",0.0695652173913043,3.53560517038778,3.8639394350082,0.00198111270027705,0.182226234233462,0.171074609955947,"RAD23A/BST2/ISG15/P4HB/CLEC4G/ADARB1/BSG/BCL2",8,"DX_vs_REM"
"GO:0030217","T cell differentiation","15/370","324/18805",0.0462962962962963,2.35297797797798,3.48020568152899,0.00200330600663817,0.182226234233462,0.171074609955947,"KAT2A/STAT5A/TNFSF9/GPR18/GPR183/PRDX2/CD27/IL4R/CLEC4G/CD3E/CD3D/CD3G/SMARCC2/BCL2/FOSL2",15,"DX_vs_REM"
"GO:0009615","response to virus","18/370","425/18805",0.0423529411764706,2.15255961844197,3.40478366911224,0.00200682618966381,0.182226234233462,0.171074609955947,"IFIT3/IFIT1B/BST2/ISG15/ENO1/IFNAR2/IL10RB/IFNAR1/IFNGR2/NT5C3A/IRAK3/IRF3/POU2F2/ADARB1/AZU1/BCL2/IFI6/TRIM8",18,"DX_vs_REM"
"GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","5/370","46/18805",0.108695652173913,5.5243830787309,4.35249074088811,0.00202870702633759,0.182226234233462,0.171074609955947,"PPP1CA/PRDX2/INHBA/BCL2/IFI6",5,"DX_vs_REM"
"GO:0043467","regulation of generation of precursor metabolites and energy","9/370","143/18805",0.0629370629370629,3.1987336987337,3.73909045108688,0.00211862307410312,0.182226234233462,0.171074609955947,"FLCN/CHCHD2/PPP1CA/IL10RB/IFNAR1/ZBTB7A/IDE/CBFA2T3/SLC4A1",9,"DX_vs_REM"
"GO:0046631","alpha-beta T cell activation","11/370","201/18805",0.054726368159204,2.78143068441576,3.59722997959184,0.00217973790613377,0.182226234233462,0.171074609955947,"STAT5A/CEBPB/GPR18/GPR183/IL4R/CLEC4G/CD3E/CD3D/CD3G/BCL2/FOSL2",11,"DX_vs_REM"
"GO:0038034","signal transduction in absence of ligand","6/370","68/18805",0.0882352941176471,4.48449920508744,4.07801867304902,0.00218468160884461,0.182226234233462,0.171074609955947,"BCL2L10/PPP1CA/PRDX2/INHBA/BCL2/IFI6",6,"DX_vs_REM"
"GO:0031623","receptor internalization","9/370","144/18805",0.0625,3.17652027027027,3.71433369507188,0.00222168215604008,0.182226234233462,0.171074609955947,"GRK2/ANKRD13D/SYT17/ACHE/HGS/ARRB2/ITGB2/GRK4/CD9",9,"DX_vs_REM"
