,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0034655,BP,GO:0034655,nucleobase-containing compound catabolic process,81/1423,481/13600,0.168399168399168,1.60943688701946,4.65196772570323,9.29372006305432e-06,0.00408613892105621,0.00366449751609028,NT5C2/PFKFB3/ZSWIM8/CPEB3/PGAM1/NEAT1/RNASEH2C/NUDT8/PFKM/GAPDH/CNOT2/APAF1/PAN3/DICER1/IREB2/TNRC6A/FTO/CNOT1/NUDT7/CBFA2T3/NT5M/SARM1/GIT1/CASC3/ERN1/DDX5/AXIN2/NT5C/PDE4A/DNASE2/DDX49/NUDT19/CNOT3/KHSRP/INSR/RC3H1/HNRNPU/PUM1/AGO4/AGO1/THRAP3/PABPC4/TUT4/DPYD/UPB1/EIF4ENIF1/EP300/PPARA/PUM2/GIGYF2/HDAC4/LRPPRC/PNPT1/VPS54/HK2/ARID5A/ZBTB20/MBD4/DHX36/DCP1A/EXOSC9/GRSF1/DCP2/PPP2CA/HNRNPA0/MGAT1/HBS1L/QKI/RNASET2/TENT5A/SND1/ZC3HAV1/PRKAG2/LSM5/ZHX2/AGO2/SLC2A6/ZCCHC7/UPF3B/HPRT1/XIST,81
GO:0007264,BP,GO:0007264,small GTPase-mediated signal transduction,79/1423,451/13600,0.175166297117517,1.67411218608449,4.97691095083518,2.64439625448295e-06,0.00236248381822702,0.00211870331649385,GBF1/RAB18/HRAS/PICALM/RAB35/FGD4/LRRK2/RASA3/SPATA13/SIPA1L1/RASGRP1/USP8/DENND4A/MYO9A/AKAP13/TSC2/ABR/KSR1/RAP1GAP2/GIT1/NF1/GNA13/GRB2/CYTH1/NTN1/ARHGAP45/DOCK6/MYO9B/GMIP/ARHGEF1/NUCB1/RRAS/RAP1A/NRAS/NOTCH2/ABL2/SRGAP2/RAB4A/BCAR3/RIN2/RALGAPA2/CRKL/BCR/GRAP2/ARHGAP15/CDC42EP3/RTN4/ARHGAP25/RASA2/PLD1/NKIRAS1/G3BP2/RAPGEF6/FAM13B/TRIO/ARHGAP26/DOCK2/F2R/TAGAP/RIPOR2/MET/CHN2/ELMO1/RAC1/AUTS2/KRIT1/DLC1/DENND3/ARFGEF1/PRAG1/ABCA1/MAPKAP1/RAPGEF1/VAV2/CDKN2A/DOCK8/KANK1/FGD3/RAB9A,79
GO:1903131,BP,GO:1903131,mononuclear cell differentiation,78/1423,493/13600,0.158215010141988,1.51210410255168,3.95927665219127,0.000120072034984205,0.0218448295371265,0.0195907004447914,ZEB1/IL15RA/ZMIZ1/ZBTB16/ASCL2/PTPRJ/IRF7/ITFG2/RNF41/TBK1/CLEC4E/MIR17HG/RASGRP1/FES/IL4R/PLCG2/IKZF3/RARA/STAT5B/HDAC5/MALT1/BCL2/NFATC1/JAK3/AP3D1/TGFB1/NOTCH2/IFI16/RC3H1/PTPRC/CD46/DUSP10/ARID1A/CTNNBIP1/ZBTB46/RUNX1/TRPM2/EP300/NCAPH2/STAT4/CFLAR/HDAC4/MSH2/VPS54/ADAM17/HCLS1/CD86/PPARG/GATA2/PLCL2/OPA1/AZI2/SMARCC1/FOXP1/TMEM131L/SH3RF1/CSF1R/DOCK2/IL6ST/PIK3R1/AP3B1/PRDM1/MYB/CD83/ARID1B/QKI/IRF4/SRF/IKZF1/CDK6/PRKDC/LYN/RIPK2/LRRC8A/SMARCA2/CDKN2A/SHB/VPS13A,78
GO:0051249,BP,GO:0051249,regulation of lymphocyte activation,75/1423,473/13600,0.158562367864693,1.51542389526341,3.90030132379113,0.000150447057370623,0.023345843373159,0.0209368273337755,MAP3K8/ZEB1/IL15RA/ZMIZ1/ZBTB16/ASCL2/TBC1D10C/LRRC32/SLC15A4/RNF41/PIBF1/MIR17HG/RASGRP1/IL4R/NOD2/SUPT6H/IKZF3/RARA/STAT5B/PRKAR1A/MALT1/BCL2/JAK3/AP3D1/TGFB1/TNFAIP8L2/ILDR2/RC3H1/ABL2/PTPRC/CD55/CD46/DUSP10/ARID1A/MPL/BCL10/GLMN/ZNF335/NFATC2/RUNX1/RHBDD3/EP300/SLC39A10/HSPD1/MSH2/CBLB/CD47/CD86/OPA1/TFRC/SMARCC1/PPP3CA/TMEM131L/CD38/SH3RF1/NSD2/IL6ST/AP3B1/MEF2C/PRDM1/FYN/CD83/ARID1B/RIPOR2/IRF4/AKIRIN2/YWHAG/PRKDC/LYN/RIPK2/SMARCA2/CDKN2A/DOCK8/SHB/JAK2,75
GO:0060627,BP,GO:0060627,regulation of vesicle-mediated transport,74/1423,455/13600,0.162637362637363,1.55436973427135,4.11159850080187,7.32782357493797e-05,0.0159750635651822,0.0143266251796604,INPP5F/CAMK1D/IL15RA/RUFY2/ATAD1/PTPRJ/GAB2/CD151/PICALM/MTMR2/C2CD5/LRRK2/CD63/MDM2/SCFD1/NUMB/STON2/RIN3/MAP2K1/FES/TSC2/PRKCB/IL4R/STX1B/NOD2/ZNRF1/PLCG2/USP7/GIT1/SNF8/RABEP1/TGFB1/SPHK2/NR1H2/INSR/STXBP3/RAP1A/ABL2/PTPRC/LYPLAL1/RAB4A/CNST/RNF220/PTPN1/ATP9A/MAPK1/BCR/NF2/WDR54/CBLB/CD47/ATG3/GATA2/RAB7A/ATP2C1/P2RY1/PLD1/TBC1D5/DYNC1LI1/CLASP2/PTPN23/GNAI2/HYAL3/PPP3CA/DOCK2/WDR41/MCTP1/SYNE1/SNX9/RAC1/ANGPT1/ZDHHC2/LYN/RAB9A,74
GO:0002757,BP,GO:0002757,immune response-activating signaling pathway,74/1423,485/13600,0.152577319587629,1.45822315277003,3.51276854211636,0.000537018249270173,0.0428396167661097,0.0384190729347718,PIK3AP1/NLRX1/PTPRJ/HRAS/IRF7/FOSL1/BANF1/SLC15A4/CACNB3/USP15/TBK1/WNK1/CLEC4E/LATS2/ELF1/NFKBIA/PRKCH/PRKCB/NOD2/ZNRF1/PLCG2/SARM1/NR1D1/NLRP1/GRB2/SLC39A6/EPG5/MALT1/BCL2/SIRT2/PTPRS/IFI16/RC3H1/NEK7/PTPRC/INAVA/LYPLAL1/PUM1/KHDRBS1/BCL10/NFATC2/CRKL/MAPK1/EP300/SLC39A10/HSPD1/PUM2/RTN4/IRAK2/CBLB/CD47/PLCL2/EIF2B5/FOXP1/CD38/TEC/PJA2/PPP2CA/ERBIN/PIK3R1/AP3B1/MEF2C/FYN/LATS1/BTN3A3/IRF4/ZC3HAV1/MYO1G/PRKDC/LYN/RIPK2/VAV2/SHB/NR4A3,74
GO:0043434,BP,GO:0043434,response to peptide hormone,73/1423,398/13600,0.183417085427136,1.75296722544557,5.21174944390197,1.11962995360531e-06,0.00195526389441133,0.00175350369206714,ECHDC3/PTPRE/PDE3B/PIK3C2A/TRIM44/PTPRJ/HRAS/PXN/CDKN1B/C2CD5/ADCY6/NR4A1/MDM2/ATP2B1/FOXO1/SELENOS/MYO5A/TCF12/IGF1R/TSC2/PRKCB/SREBF1/STAT5B/HDAC5/STXBP4/PRKAR1A/GRB2/LPIN2/JAK3/TGFB1/INSR/STXBP3/WDTC1/SLC2A1/BCAR3/PTPN1/COMT/MAPK1/RANGAP1/PPARA/LPIN1/STAT4/CFLAR/NCOA1/CAD/PNPT1/GSK3B/PPARG/PRKCI/EIF2B5/EPHB3/SCAP/SMARCC1/GNAI2/PPP3CA/APC/CSF1R/PIK3R1/ARID1B/GCLC/MET/INSIG1/GRB10/YWHAG/FGFR1/PRKDC/LYN/NCOA2/MAPKAP1/SLC27A4/JAK2/KANK1/NR4A3,73
GO:0031667,BP,GO:0031667,response to nutrient levels,71/1423,415/13600,0.171084337349398,1.63509978071104,4.49171019667375,1.92308429048231e-05,0.00666389684175181,0.00597626118344726,YME1L1/ZEB1/IL15RA/MCU/ITFG2/LRRK2/MDM2/APAF1/FOXO1/STK24/PRKCH/ATXN3/FES/IGF1R/CLEC16A/TSC2/PRKCB/TNRC6A/NOD2/MAP1LC3B/SREBF1/RARA/SRSF2/BCL2/SIRT2/PAK4/TGFB1/MTHFR/IFI16/RASAL2/XPR1/SLC2A1/BCL10/AGL/NCOA3/PTPN1/COMT/MAPK1/GAS2L1/MTMR3/EP300/SREBF2/PPARA/KYNU/ZEB2/NCOA1/DNMT3A/CAD/MAT2A/PPARG/PIK3R4/PLD1/TBC1D5/TBL1XR1/TFRC/SCAP/GNAI2/RICTOR/ARSB/SRF/GCLC/PRKAG2/VPS41/YWHAG/YWHAZ/PLEC/WRN/ABCA1/MAPKAP1/SLC27A4/RXRA,71
GO:1903706,BP,GO:1903706,regulation of hemopoiesis,69/1423,381/13600,0.181102362204724,1.73084478284206,4.94622788536555,3.48945257275627e-06,0.00236248381822702,0.00211870331649385,ZEB1/IL15RA/KAT6B/ZMIZ1/ZBTB16/UBASH3B/ASCL2/IRF7/RARG/RNF41/MIR17HG/RCOR1/NFKBIA/RASGRP1/FES/IL4R/NF1/IKZF3/RARA/STAT5B/MALT1/JAK3/AP3D1/TGFB1/FSTL3/NOTCH2/RC3H1/PTPRC/CD46/DUSP10/GPR137B/ARID1A/PRDM16/MPL/CTNNBIP1/ZBTB46/RUNX1/EP300/MEIS1/HCLS1/CD86/GATA2/OPA1/SMARCC1/FOXP1/PPP3CA/TMEM131L/SH3RF1/HSPA9/FAXDC2/PIK3R1/AP3B1/MEF2C/PRDM1/MYB/CD83/ARID1B/QKI/IRF4/CDK6/KAT6A/PRKDC/LYN/RIPK2/TMEM64/SMARCA2/CDKN2A/SHB/TFE3,69
GO:0010562,BP,GO:0010562,positive regulation of phosphorus metabolic process,68/1423,426/13600,0.15962441314554,1.52557415233966,3.76760836486045,0.000248076620262535,0.0282004862350802,0.0252905282364402,ABI1/CCNY/PTPRJ/HRAS/TAOK3/CDK2AP1/ZNF268/LRRK2/CCND2/TBK1/WDFY2/PIBF1/CALM1/LRRK1/RASGRP1/MAP2K1/SLCO3A1/NOD2/PLCG2/STRADA/ERN1/AXIN2/CSNK1D/S1PR2/TGFB1/PIH1D1/INSR/RAP1A/NIBAN1/PTPRC/CAPN2/BCL10/GLMN/PTPN1/CRKL/MAPK1/PPARA/XRCC5/CAB39/ADAM17/ZBTB20/HCLS1/P2RY1/DVL3/MAP3K13/TFRC/FNIP2/PPP2CA/CSF1R/FAXDC2/RICTOR/MEF2C/TAB2/LATS1/SNX9/KCTD20/CCND3/PRKAG2/BRAT1/GRB10/RAC1/ANGPT1/FGFR1/LYN/RIPK2/NBN/JAK2/ARAF,68
GO:0045937,BP,GO:0045937,positive regulation of phosphate metabolic process,68/1423,426/13600,0.15962441314554,1.52557415233966,3.76760836486045,0.000248076620262535,0.0282004862350802,0.0252905282364402,ABI1/CCNY/PTPRJ/HRAS/TAOK3/CDK2AP1/ZNF268/LRRK2/CCND2/TBK1/WDFY2/PIBF1/CALM1/LRRK1/RASGRP1/MAP2K1/SLCO3A1/NOD2/PLCG2/STRADA/ERN1/AXIN2/CSNK1D/S1PR2/TGFB1/PIH1D1/INSR/RAP1A/NIBAN1/PTPRC/CAPN2/BCL10/GLMN/PTPN1/CRKL/MAPK1/PPARA/XRCC5/CAB39/ADAM17/ZBTB20/HCLS1/P2RY1/DVL3/MAP3K13/TFRC/FNIP2/PPP2CA/CSF1R/FAXDC2/RICTOR/MEF2C/TAB2/LATS1/SNX9/KCTD20/CCND3/PRKAG2/BRAT1/GRB10/RAC1/ANGPT1/FGFR1/LYN/RIPK2/NBN/JAK2/ARAF,68
GO:0030099,BP,GO:0030099,myeloid cell differentiation,67/1423,401/13600,0.167082294264339,1.59685116092411,4.14718585637667,6.95613276140542e-05,0.0159750635651822,0.0143266251796604,ABI1/ZBTB16/UBASH3B/PTPRJ/IRF7/GAB2/RARG/RNF41/RCOR1/NFKBIA/LRRK1/PML/IREB2/FES/KAT8/HEATR3/CBFA2T3/NF1/THRA/RARA/STAT5B/SBNO2/DNASE2/TGFB1/FSTL3/NOTCH2/IFI16/GPR137B/TRIM58/PRDM16/PABPC4/MPL/CTNNBIP1/ZBTB46/RUNX1/EP300/CFLAR/VPS54/MEIS1/HCLS1/PPARG/GATA2/IFT80/TFRC/FOXP1/PPP3CA/HSPA9/CSF1R/FAXDC2/PIK3R1/AP3B1/MEF2C/MYB/QKI/IRF4/SRF/CD109/HIPK2/IKZF1/CDK6/KAT6A/PRKDC/LYN/TMEM64/JAK2/VPS13A/TFE3,67
GO:0042327,BP,GO:0042327,positive regulation of phosphorylation,64/1423,385/13600,0.166233766233766,1.58874154657711,4.00596591095558,0.000116751456492182,0.0218448295371265,0.0195907004447914,ABI1/CCNY/PTPRJ/HRAS/TAOK3/CDK2AP1/ZNF268/LRRK2/CCND2/TBK1/WDFY2/PIBF1/CALM1/LRRK1/RASGRP1/MAP2K1/SLCO3A1/NOD2/PLCG2/STRADA/ERN1/AXIN2/CSNK1D/S1PR2/TGFB1/PIH1D1/INSR/RAP1A/NIBAN1/PTPRC/BCL10/GLMN/PTPN1/CRKL/MAPK1/XRCC5/CAB39/ADAM17/HCLS1/P2RY1/DVL3/MAP3K13/TFRC/FNIP2/PPP2CA/CSF1R/FAXDC2/RICTOR/TAB2/LATS1/SNX9/KCTD20/CCND3/PRKAG2/BRAT1/GRB10/RAC1/ANGPT1/FGFR1/LYN/RIPK2/NBN/JAK2/ARAF,64
GO:0030522,BP,GO:0030522,intracellular receptor signaling pathway,63/1423,346/13600,0.182080924855491,1.74019717360132,4.76757762194515,7.70659422613243e-06,0.00369636283064315,0.00331494172693447,CTBP2/ZMIZ1/PIK3AP1/NLRX1/IRF7/BANF1/SLC15A4/NR4A1/RARG/USP15/TBK1/CNOT2/NR2C1/LATS2/STRN3/NFKBIA/UBE3A/PML/NOD2/CNOT1/PLCG2/SREBF1/THRA/NR1D1/RARA/NLRP1/DDX5/PER1/EPG5/PIAS2/SIRT2/NR1H2/PTPRS/DHRS3/IFI16/NEK7/INAVA/LYPLAL1/PUM1/NCOA3/PMEPA1/CRKL/MAPK1/EP300/PPARA/PUM2/NCOA1/RTN4/PPARG/FOXP1/PPP2CA/ERBIN/LATS1/ZC3HAV1/PRKDC/NCOA2/RIPK2/RXRA/DNAJA1/JAK2/KDM4C/NR4A3/PDK3,63
GO:0051338,BP,GO:0051338,regulation of transferase activity,63/1423,406/13600,0.155172413793103,1.4830251775026,3.37777198683892,0.000876802309811567,0.0490127648884771,0.043955224886019,ABI1/CCNY/PTEN/PTPRJ/HRAS/BANF1/UVRAG/TAOK3/CDKN1B/LRRK2/CCND2/CCNT1/LATS2/RFC3/PIBF1/PRKCH/CALM1/SPRED1/RASGRP1/MAP2K1/UBE2I/TSC2/NLRC5/CHTF18/KSR1/STRADA/ERN1/CDC37/PIH1D1/INSR/RAP1A/PTPRC/DUSP10/HNRNPU/PTPN1/ADARB1/CCNT2/MYCNOS/XRCC5/CAB39/SLC8A1/ADAM17/GSK3B/MAP3K13/CDC25A/APC/PPP2CA/CSF1R/TAB2/LATS1/FBXO5/SNX9/CCND3/PRKAG2/YWHAG/ANGPT1/FGFR1/LYN/NBN/CDKN2A/DNAJA1/JAK2/GNAQ,63
GO:0071375,BP,GO:0071375,cellular response to peptide hormone stimulus,61/1423,296/13600,0.206081081081081,1.96957322747906,5.76528971656713,1.46489361376211e-07,0.000772877870620888,0.000693125978301123,ECHDC3/PTPRE/PDE3B/PIK3C2A/PTPRJ/HRAS/PXN/C2CD5/ADCY6/NR4A1/MDM2/ATP2B1/FOXO1/SELENOS/MYO5A/IGF1R/TSC2/PRKCB/SREBF1/STAT5B/HDAC5/STXBP4/PRKAR1A/GRB2/LPIN2/JAK3/TGFB1/INSR/WDTC1/BCAR3/PTPN1/MAPK1/RANGAP1/LPIN1/CFLAR/NCOA1/GSK3B/PPARG/PRKCI/EPHB3/SMARCC1/GNAI2/PPP3CA/APC/CSF1R/PIK3R1/ARID1B/GCLC/MET/INSIG1/GRB10/YWHAG/FGFR1/PRKDC/LYN/NCOA2/MAPKAP1/SLC27A4/JAK2/KANK1/NR4A3,61
GO:0001934,BP,GO:0001934,positive regulation of protein phosphorylation,60/1423,365/13600,0.164383561643836,1.57105863552787,3.7805148352129,0.000256562422153876,0.0282004862350802,0.0252905282364402,ABI1/CCNY/PTPRJ/HRAS/TAOK3/CDK2AP1/ZNF268/LRRK2/CCND2/TBK1/WDFY2/PIBF1/CALM1/LRRK1/RASGRP1/MAP2K1/SLCO3A1/NOD2/PLCG2/STRADA/ERN1/AXIN2/CSNK1D/S1PR2/TGFB1/PIH1D1/INSR/RAP1A/NIBAN1/PTPRC/PTPN1/CRKL/MAPK1/XRCC5/CAB39/ADAM17/HCLS1/P2RY1/DVL3/MAP3K13/TFRC/FNIP2/PPP2CA/CSF1R/FAXDC2/RICTOR/TAB2/LATS1/SNX9/CCND3/PRKAG2/BRAT1/RAC1/ANGPT1/FGFR1/LYN/RIPK2/NBN/JAK2/ARAF,60
GO:0007159,BP,GO:0007159,leukocyte cell-cell adhesion,60/1423,380/13600,0.157894736842105,1.50904316307283,3.44045960813447,0.00074285999923351,0.045593959568289,0.0408892000038823,MAP3K8/ZMIZ1/ZBTB16/ASCL2/LRRC32/FUT4/WNK1/RASGRP1/IL4R/ITGAL/NOD2/NFAT5/RARA/STAT5B/PRKAR1A/MALT1/JAK3/AP3D1/TGFB1/TNFAIP8L2/ILDR2/RC3H1/ABL2/PTPRC/CD55/CD46/DUSP10/ARID1A/BCL10/GLMN/RUNX1/EP300/PPARA/HSPD1/ADD2/CBLB/CD47/CD86/OPA1/TFRC/SMARCC1/PPP3CA/TMEM131L/STK10/GOLPH3/IL6ST/AP3B1/FYN/CD83/ARID1B/RIPOR2/YWHAG/LYN/RIPK2/SMARCA2/CDKN2A/DOCK8/SHB/JAK2/NR4A3,60
GO:1902105,BP,GO:1902105,regulation of leukocyte differentiation,58/1423,305/13600,0.19016393442623,1.8174487056899,4.9357373744964,4.47779343864105e-06,0.00236248381822702,0.00211870331649385,ZEB1/IL15RA/ZMIZ1/ZBTB16/UBASH3B/ASCL2/IRF7/RNF41/MIR17HG/RASGRP1/FES/IL4R/NF1/IKZF3/RARA/STAT5B/MALT1/JAK3/AP3D1/TGFB1/FSTL3/NOTCH2/RC3H1/PTPRC/CD46/DUSP10/GPR137B/ARID1A/PRDM16/CTNNBIP1/ZBTB46/RUNX1/EP300/HCLS1/CD86/GATA2/OPA1/SMARCC1/FOXP1/PPP3CA/TMEM131L/SH3RF1/PIK3R1/AP3B1/PRDM1/CD83/ARID1B/QKI/IRF4/CDK6/PRKDC/LYN/RIPK2/TMEM64/SMARCA2/CDKN2A/SHB/TFE3,58
GO:0043549,BP,GO:0043549,regulation of kinase activity,57/1423,349/13600,0.163323782234957,1.56093003400943,3.6289657098714,0.000427800018351943,0.0382554728275399,0.0343079586528454,ABI1/CCNY/PTEN/PTPRJ/HRAS/UVRAG/TAOK3/CDKN1B/LRRK2/CCND2/CCNT1/LATS2/PIBF1/PRKCH/CALM1/SPRED1/RASGRP1/MAP2K1/TSC2/NLRC5/KSR1/STRADA/ERN1/CDC37/PIH1D1/INSR/RAP1A/PTPRC/DUSP10/HNRNPU/PTPN1/ADARB1/CCNT2/MYCNOS/XRCC5/CAB39/SLC8A1/ADAM17/MAP3K13/CDC25A/APC/PPP2CA/CSF1R/TAB2/LATS1/SNX9/CCND3/PRKAG2/YWHAG/ANGPT1/FGFR1/LYN/NBN/CDKN2A/DNAJA1/JAK2/GNAQ,57
GO:1903037,BP,GO:1903037,regulation of leukocyte cell-cell adhesion,56/1423,349/13600,0.160458452722063,1.53354529657067,3.45179874231083,0.0007431919110828,0.045593959568289,0.0408892000038823,MAP3K8/ZMIZ1/ZBTB16/ASCL2/LRRC32/FUT4/WNK1/RASGRP1/IL4R/NOD2/NFAT5/RARA/STAT5B/PRKAR1A/MALT1/JAK3/AP3D1/TGFB1/TNFAIP8L2/ILDR2/RC3H1/ABL2/PTPRC/CD55/CD46/DUSP10/ARID1A/BCL10/GLMN/RUNX1/EP300/PPARA/HSPD1/CBLB/CD47/CD86/OPA1/TFRC/SMARCC1/PPP3CA/TMEM131L/IL6ST/AP3B1/FYN/CD83/ARID1B/RIPOR2/YWHAG/LYN/RIPK2/SMARCA2/CDKN2A/DOCK8/SHB/JAK2/NR4A3,56
GO:0006913,BP,GO:0006913,nucleocytoplasmic transport,55/1423,309/13600,0.177993527508091,1.70113279979623,4.26173537053167,5.48588732103666e-05,0.0159750635651822,0.0143266251796604,FAM53B/NUP98/NUP160/NEAT1/CDKN1B/LRRK2/SARNP/MDM2/WNK1/PPP1R12A/ING1/NUP58/NFKBIA/PML/UBE2I/TSC2/HEATR3/SUPT6H/NF1/CASC3/STRADA/THOC1/MALT1/TNPO2/TGFB1/IPO9/PTPN14/AHCTF1/KHDRBS1/EIF4ENIF1/EP300/RANGAP1/POLDIP3/RANBP2/AGFG1/XPO1/CBLB/GSK3B/HCLS1/NMD3/SETD2/PPP3CA/HSPA9/PIK3R1/NUP43/ATXN1/NUP153/AKIRIN2/BACH2/HNRNPA2B1/ANGPT1/XPO7/CDKN2A/JAK2/THOC2,55
GO:0051169,BP,GO:0051169,nuclear transport,55/1423,309/13600,0.177993527508091,1.70113279979623,4.26173537053167,5.48588732103666e-05,0.0159750635651822,0.0143266251796604,FAM53B/NUP98/NUP160/NEAT1/CDKN1B/LRRK2/SARNP/MDM2/WNK1/PPP1R12A/ING1/NUP58/NFKBIA/PML/UBE2I/TSC2/HEATR3/SUPT6H/NF1/CASC3/STRADA/THOC1/MALT1/TNPO2/TGFB1/IPO9/PTPN14/AHCTF1/KHDRBS1/EIF4ENIF1/EP300/RANGAP1/POLDIP3/RANBP2/AGFG1/XPO1/CBLB/GSK3B/HCLS1/NMD3/SETD2/PPP3CA/HSPA9/PIK3R1/NUP43/ATXN1/NUP153/AKIRIN2/BACH2/HNRNPA2B1/ANGPT1/XPO7/CDKN2A/JAK2/THOC2,55
GO:0002696,BP,GO:0002696,positive regulation of leukocyte activation,54/1423,333/13600,0.162162162162162,1.54982811342615,3.47254976418957,0.000711544594909168,0.044734803572446,0.0401186987865897,MAP3K8/IL15RA/ZMIZ1/ZBTB16/LRRK2/RASGRP1/IL4R/NOD2/RARA/STAT5B/MALT1/BCL2/AP3D1/TGFB1/SPHK2/ABL2/PTPRC/CD55/CD46/DUSP10/ARID1A/MPL/BCL10/ZNF335/NFATC2/RUNX1/EP300/SLC39A10/HSPD1/MSH2/CD47/CD86/OPA1/TFRC/SMARCC1/PPP3CA/CD38/NSD2/IL6ST/AP3B1/MEF2C/FYN/CD83/ARID1B/AKIRIN2/YWHAG/PRKDC/LYN/RIPK2/SMARCA2/DOCK8/SHB/JAK2/NR4A3,54
GO:0032868,BP,GO:0032868,response to insulin,53/1423,270/13600,0.196296296296296,1.87605736446214,4.97032899137187,4.40323887064162e-06,0.00236248381822702,0.00211870331649385,ECHDC3/PTPRE/PDE3B/PIK3C2A/PTPRJ/HRAS/C2CD5/ATP2B1/FOXO1/SELENOS/MYO5A/IGF1R/TSC2/PRKCB/SREBF1/HDAC5/STXBP4/GRB2/LPIN2/INSR/STXBP3/WDTC1/SLC2A1/BCAR3/PTPN1/MAPK1/PPARA/LPIN1/CFLAR/NCOA1/CAD/GSK3B/PPARG/PRKCI/EPHB3/SCAP/SMARCC1/GNAI2/APC/CSF1R/PIK3R1/GCLC/MET/INSIG1/GRB10/YWHAG/FGFR1/PRKDC/LYN/NCOA2/MAPKAP1/SLC27A4/KANK1,53
GO:0051056,BP,GO:0051056,regulation of small GTPase mediated signal transduction,53/1423,279/13600,0.189964157706093,1.81553938496336,4.70505181732333,1.17921829454055e-05,0.00444396837285424,0.0039854031834284,GBF1/PICALM/FGD4/RASA3/SPATA13/SIPA1L1/RASGRP1/DENND4A/MYO9A/AKAP13/TSC2/ABR/RAP1GAP2/GIT1/NF1/GNA13/CYTH1/ARHGAP45/DOCK6/MYO9B/GMIP/ARHGEF1/NOTCH2/ABL2/SRGAP2/RALGAPA2/CRKL/BCR/ARHGAP15/RTN4/ARHGAP25/RASA2/FAM13B/TRIO/ARHGAP26/DOCK2/F2R/TAGAP/RIPOR2/MET/CHN2/RAC1/AUTS2/DLC1/DENND3/ARFGEF1/PRAG1/ABCA1/MAPKAP1/VAV2/DOCK8/KANK1/FGD3,53
GO:0141188,BP,GO:0141188,nucleic acid catabolic process,53/1423,312/13600,0.169871794871795,1.62351118078455,3.8087065854726,0.000253885775204576,0.0282004862350802,0.0252905282364402,ZSWIM8/CPEB3/NEAT1/RNASEH2C/CNOT2/APAF1/PAN3/DICER1/IREB2/TNRC6A/FTO/CNOT1/CASC3/ERN1/DDX5/AXIN2/DNASE2/DDX49/CNOT3/KHSRP/RC3H1/HNRNPU/PUM1/AGO4/AGO1/THRAP3/PABPC4/TUT4/EIF4ENIF1/PUM2/GIGYF2/LRPPRC/PNPT1/VPS54/ARID5A/DHX36/DCP1A/EXOSC9/GRSF1/DCP2/HNRNPA0/HBS1L/QKI/RNASET2/TENT5A/SND1/ZC3HAV1/LSM5/ZHX2/AGO2/ZCCHC7/UPF3B/XIST,53
GO:0045859,BP,GO:0045859,regulation of protein kinase activity,53/1423,323/13600,0.164086687306502,1.56822132633058,3.53308915728665,0.000598638278059649,0.0447282020853766,0.0401127784952252,ABI1/CCNY/PTEN/PTPRJ/HRAS/UVRAG/TAOK3/CDKN1B/LRRK2/CCND2/CCNT1/LATS2/PIBF1/PRKCH/CALM1/SPRED1/RASGRP1/MAP2K1/TSC2/KSR1/STRADA/ERN1/CDC37/PIH1D1/INSR/RAP1A/PTPRC/DUSP10/PTPN1/ADARB1/CCNT2/XRCC5/CAB39/SLC8A1/ADAM17/MAP3K13/CDC25A/APC/PPP2CA/CSF1R/TAB2/LATS1/SNX9/CCND3/PRKAG2/YWHAG/ANGPT1/FGFR1/LYN/CDKN2A/DNAJA1/JAK2/GNAQ,53
GO:0051251,BP,GO:0051251,positive regulation of lymphocyte activation,51/1423,308/13600,0.165584415584416,1.58253552491079,3.53499163996929,0.000608151149409941,0.0447282020853766,0.0401127784952252,MAP3K8/IL15RA/ZMIZ1/ZBTB16/RASGRP1/IL4R/NOD2/RARA/STAT5B/MALT1/BCL2/AP3D1/TGFB1/ABL2/PTPRC/CD55/CD46/DUSP10/ARID1A/MPL/BCL10/ZNF335/NFATC2/RUNX1/EP300/SLC39A10/HSPD1/MSH2/CD47/CD86/OPA1/TFRC/SMARCC1/PPP3CA/CD38/NSD2/IL6ST/AP3B1/MEF2C/FYN/CD83/ARID1B/AKIRIN2/YWHAG/PRKDC/LYN/RIPK2/SMARCA2/DOCK8/SHB/JAK2,51
GO:0006401,BP,GO:0006401,RNA catabolic process,50/1423,288/13600,0.173611111111111,1.65924884828609,3.86553627440263,0.000220436935810253,0.0278575837056506,0.0249830092089102,ZSWIM8/CPEB3/NEAT1/RNASEH2C/CNOT2/PAN3/DICER1/IREB2/TNRC6A/FTO/CNOT1/CASC3/ERN1/DDX5/AXIN2/DDX49/CNOT3/KHSRP/RC3H1/HNRNPU/PUM1/AGO4/AGO1/THRAP3/PABPC4/TUT4/EIF4ENIF1/PUM2/GIGYF2/LRPPRC/PNPT1/ARID5A/DHX36/DCP1A/EXOSC9/GRSF1/DCP2/HNRNPA0/HBS1L/QKI/RNASET2/TENT5A/SND1/ZC3HAV1/LSM5/ZHX2/AGO2/ZCCHC7/UPF3B/XIST,50
